,0
25406,what did you find out
25407,doctor look out
25408,yes
25409,yes
25410,what do you mean
25411,what do you think we should do
25412,well try looking on the bright side at least were
25413,i am a computer i do not have ideas i obey instructions
25414,i do not
25415,yes
25416,correct
25417,i have orders not to
25418,the order conflicts with my programmed instructions
25419,i obey
25420,good then we can begin
25421,how did you get here
25422,doctor
25423,i am a little surprised to find you here
25424,oh you stole my ship
25425,im curious to know how you survived the attentions of my sphere
25426,if youve come here in the hope of interfering with my great purpose
25427,the very greatest purpose doctor
25428,how naive doctor how pathetically limited your vision must be
25429,take over the universe how childish who could possibly want to take over the universe
25430,such visions are for infants my purpose will fulfil the natural evolutionary goal of all life
25431,with the aid of these spheres i shall make the whole of creation merge into one single mind one godlike entity
25432,the universe doctor shall not as you so crudely put it be mine the universe shall be me
25433,doctor your inane whitterings do not interest me this will happen it will start within hours and once it has started nothing  you or anyone else can do will stop it take them away they bore me
25434,whats a jink
25435,what were you trying to do
25436,doctor that man must be mad mustnt he
25437,and whats your opinion
25438,what
25439,your tardis surprised you can hear it from here
25440,its a dead end
25441,this wasnt here before
25442,cup of tea
25443,doctor how do you like my tardis
25444,its strictly unofficial im not really allowed to have one
25445,doctor where is skagra
25446,oh
25447,yes so did i
25448,listen doctor if skagra has the tardis and the book he can get to shada
25449,yes the time lords prison planet youve probably forgotten about it
25450,oh now he was a great criminal imprisoned centuries ago by the time lords
25451,thats what skagras doing
25452,the key turns slowly in the lock the door to shada opens
25453,what you really mean he could just move himself into every mind in the universe
25454,its quite a thought though isnt it i mean every mind working together as a single organism a single mind
25455,doctor weve got to stop him from getting to shada
25456,the same way as we arrived
25457,doctor were arrived
25458,yes
25459,oh but
25460,hurry skagra will be here already come on
25461,cabinet 9 here he is the man ive spent my whole life searching for the man whose mind will reshape  the entire universe the great salyavin let us release him
25462,but the doctor said that that ability was unique to the guy well the guy skagras come here to find on your feet keightley come on lets see whats happening shush
25463,salyavin i have you here at last we have everything we need
25464,now doctor we will deal with you
25465,run
25466,yes but
25467,but chris
25468,mmm
25469,the who
25470,doctor
25471,may i just remind you of something
25472,all the minds that skagras stolen are in the melting pot
25473,that means yours is in there too
25474,yes doctor
25475,we will return to the carrier ship from there a fleet of small craft will take each one of you to selected centres  of population and then the great mind revolution shall begin
25476,and dangerous
25477,doctor itll be terribly terribly dangerous for you youll stand about as much chance as
25478,as a there isnt anything that stands as little chance as you will out there
25479,doctor it isnt funny
25480,ill try
25481,yes doctor
25482,yes
25483,ready doctor
25484,we havent got to the hard bit yet
25485,yes doctor im holding on
25486,oh get on with it doctor
25487,yes doctor
25488,im sorry but its very difficult
25489,im trying doctor im trying
25490,let me see good boy k9 now we can go though i dread to think what were walking into if oh well lets just do it
25491,and soon an infinite consort of the mind
25492,stop hiding in there doctor come out and meet your fate
25493,doctor how did you get in there
25494,as of now doctor you dont belong anywhere at all there is no place for you in my universe you shall die
25495,doctor what have you done
25496,not that way the other way you fool the other way back
25497,clare clare
25498,now
25499,clare
25500,i hate to think what would have happened to them if that tugofwar had carried on much longer
25501,can you unscramble them all
25502,whatll you do with them then
25503,put them back in a forgotten prison
25504,do you suppose hes still alive
25505,well whoever took it sir seems to have brought it back dont they
25506,routine inquiry sir report that this room has been stolen
25507,might i ask where you got that sir
25508,oh really sir
25509,right right coats on everyone youre all taking a little walk with me down to the bridewell      romana
25510,quite interesting this is fascinating absolutely fascinating do you mean to say that all this means something to you
25511,who are they what are they doctor
25512,but if only they could tell us what happened to them
25513,if only they could tell us what happened to them
25514,yes
25515,certainly
25516,oh
25517,yes
25518,oh
25519,i just hope you know what youre doing
25520,who are you
25521,what are you doing here
25522,my name is caldera
25523,the same
25524,yes
25525,so are we all
25526,theres a s t thira the psychologist g v centauri the parametricist l d ia the biologist r a f akrotiri
25527,and doctor skagra
25528,geneticist and astroengineer
25529,and cyberneticist and neurostructuralist and moral theologian
25530,we dont know
25531,but he was very impressive he offered very handsome fees so we agreed
25532,dont you see the think tank was his idea he set it up
25533,the pooling of intellectual resources by electronic mind transference
25534,he conceived it on the grand scale just how grand we didnt realise not at first not until after we had built the sphere and by then it was too late
25535,he stole our brains he stole our brains
25536,stole
25537,the whole of humanity
25538,the whole but he needed
25539,one mind
25540,one unique mind
25541,a man called
25542,a man called
25543,salyavin
25544,i feel marvellous
25545,what did you find out
25546,doctor look out
25547,yes
25548,yes
25549,what do you mean
25550,what do you think we should do
25551,well try looking on the bright side at least were
25552,i am a computer i do not have ideas i obey instructions
25553,i do not
25554,yes
25555,correct
25556,i have orders not to
25557,the order conflicts with my programmed instructions
25558,i obey
25559,good then we can begin
25560,how did you get here
25561,doctor
25562,i am a little surprised to find you here
25563,oh you stole my ship
25564,im curious to know how you survived the attentions of my sphere
25565,if youve come here in the hope of interfering with my great purpose
25566,the very greatest purpose doctor
25567,how naive doctor how pathetically limited your vision must be
25568,take over the universe how childish who could possibly want to take over the universe
25569,such visions are for infants my purpose will fulfil the natural evolutionary goal of all life
25570,with the aid of these spheres i shall make the whole of creation merge into one single mind one godlike entity
25571,the universe doctor shall not as you so crudely put it be mine the universe shall be me
25572,doctor your inane whitterings do not interest me this will happen it will start within hours and once it has started nothing  you or anyone else can do will stop it take them away they bore me
25573,whats a jink
25574,what were you trying to do
25575,doctor that man must be mad mustnt he
25576,and whats your opinion
25577,what
25578,your tardis surprised you can hear it from here
25579,its a dead end
25580,this wasnt here before
25581,cup of tea
25582,doctor how do you like my tardis
25583,its strictly unofficial im not really allowed to have one
25584,doctor where is skagra
25585,oh
25586,yes so did i
25587,listen doctor if skagra has the tardis and the book he can get to shada
25588,yes the time lords prison planet youve probably forgotten about it
25589,oh now he was a great criminal imprisoned centuries ago by the time lords
25590,thats what skagras doing
25591,the key turns slowly in the lock the door to shada opens
25592,what you really mean he could just move himself into every mind in the universe
25593,its quite a thought though isnt it i mean every mind working together as a single organism a single mind
25594,doctor weve got to stop him from getting to shada
25595,the same way as we arrived
25596,doctor were arrived
25597,yes
25598,oh but
25599,hurry skagra will be here already come on
25600,cabinet 9 here he is the man ive spent my whole life searching for the man whose mind will reshape  the entire universe the great salyavin let us release him
25601,but the doctor said that that ability was unique to the guy well the guy skagras come here to find on your feet keightley come on lets see whats happening shush
25602,salyavin i have you here at last we have everything we need
25603,now doctor we will deal with you
25604,run
25605,yes but
25606,but chris
25607,mmm
25608,the who
25609,doctor
25610,may i just remind you of something
25611,all the minds that skagras stolen are in the melting pot
25612,that means yours is in there too
25613,yes doctor
25614,we will return to the carrier ship from there a fleet of small craft will take each one of you to selected centres  of population and then the great mind revolution shall begin
25615,and dangerous
25616,doctor itll be terribly terribly dangerous for you youll stand about as much chance as
25617,as a there isnt anything that stands as little chance as you will out there
25618,doctor it isnt funny
25619,ill try
25620,yes doctor
25621,yes
25622,ready doctor
25623,we havent got to the hard bit yet
25624,yes doctor im holding on
25625,oh get on with it doctor
25626,yes doctor
25627,im sorry but its very difficult
25628,im trying doctor im trying
25629,let me see good boy k9 now we can go though i dread to think what were walking into if oh well lets just do it
25630,and soon an infinite consort of the mind
25631,stop hiding in there doctor come out and meet your fate
25632,doctor how did you get in there
25633,as of now doctor you dont belong anywhere at all there is no place for you in my universe you shall die
25634,doctor what have you done
25635,not that way the other way you fool the other way back
25636,clare clare
25637,now
25638,clare
25639,i hate to think what would have happened to them if that tugofwar had carried on much longer
25640,can you unscramble them all
25641,whatll you do with them then
25642,put them back in a forgotten prison
25643,do you suppose hes still alive
25644,well whoever took it sir seems to have brought it back dont they
25645,routine inquiry sir report that this room has been stolen
25646,might i ask where you got that sir
25647,oh really sir
25648,right right coats on everyone youre all taking a little walk with me down to the bridewell      romana
25649,who are they what are they doctor
25650,but if only they could tell us what happened to them
25651,if only they could tell us what happened to them
25652,yes
25653,certainly
25654,oh
25655,yes
25656,oh
25657,i just hope you know what youre doing
25658,who are you
25659,what are you doing here
25660,my name is caldera
25661,the same
25662,yes
25663,so are we all
25664,theres a s t thira the psychologist g v centauri the parametricist l d ia the biologist r a f akrotiri
25665,and doctor skagra
25666,geneticist and astroengineer
25667,and cyberneticist and neurostructuralist and moral theologian
25668,we dont know
25669,but he was very impressive he offered very handsome fees so we agreed
25670,dont you see the think tank was his idea he set it up
25671,the pooling of intellectual resources by electronic mind transference
25672,he conceived it on the grand scale just how grand we didnt realise not at first not until after we had built the sphere and by then it was too late
25673,he stole our brains he stole our brains
25674,stole
25675,the whole of humanity
25676,the whole but he needed
25677,one mind
25678,one unique mind
25679,a man called
25680,a man called
25681,salyavin
25682,i feel marvellous
25683,what did you find out
25684,doctor look out
25685,yes
25686,yes
25687,what do you mean
25688,what do you think we should do
25689,well try looking on the bright side at least were
25690,i am a computer i do not have ideas i obey instructions
25691,i do not
25692,yes
25693,correct
25694,i have orders not to
25695,the order conflicts with my programmed instructions
25696,i obey
25697,good then we can begin
25698,how did you get here
25699,doctor
25700,i am a little surprised to find you here
25701,oh you stole my ship
25702,im curious to know how you survived the attentions of my sphere
25703,if youve come here in the hope of interfering with my great purpose
25704,the very greatest purpose doctor
25705,how naive doctor how pathetically limited your vision must be
25706,take over the universe how childish who could possibly want to take over the universe
25707,such visions are for infants my purpose will fulfil the natural evolutionary goal of all life
25708,with the aid of these spheres i shall make the whole of creation merge into one single mind one godlike entity
25709,the universe doctor shall not as you so crudely put it be mine the universe shall be me
25710,doctor your inane whitterings do not interest me this will happen it will start within hours and once it has started nothing  you or anyone else can do will stop it take them away they bore me
25711,whats a jink
25712,what were you trying to do
25713,doctor that man must be mad mustnt he
25714,and whats your opinion
25715,what
25716,your tardis surprised you can hear it from here
25717,its a dead end
25718,this wasnt here before
25719,cup of tea
25720,doctor how do you like my tardis
25721,its strictly unofficial im not really allowed to have one
25722,doctor where is skagra
25723,oh
25724,yes so did i
25725,listen doctor if skagra has the tardis and the book he can get to shada
25726,yes the time lords prison planet youve probably forgotten about it
25727,oh now he was a great criminal imprisoned centuries ago by the time lords
25728,thats what skagras doing
25729,the key turns slowly in the lock the door to shada opens
25730,what you really mean he could just move himself into every mind in the universe
25731,its quite a thought though isnt it i mean every mind working together as a single organism a single mind
25732,doctor weve got to stop him from getting to shada
25733,the same way as we arrived
25734,doctor were arrived
25735,yes
25736,oh but
25737,hurry skagra will be here already come on
25738,cabinet 9 here he is the man ive spent my whole life searching for the man whose mind will reshape  the entire universe the great salyavin let us release him
25739,but the doctor said that that ability was unique to the guy well the guy skagras come here to find on your feet keightley come on lets see whats happening shush
25740,salyavin i have you here at last we have everything we need
25741,now doctor we will deal with you
25742,run
25743,yes but
25744,but chris
25745,mmm
25746,the who
25747,doctor
25748,may i just remind you of something
25749,all the minds that skagras stolen are in the melting pot
25750,that means yours is in there too
25751,yes doctor
25752,we will return to the carrier ship from there a fleet of small craft will take each one of you to selected centres  of population and then the great mind revolution shall begin
25753,and dangerous
25754,doctor itll be terribly terribly dangerous for you youll stand about as much chance as
25755,as a there isnt anything that stands as little chance as you will out there
25756,doctor it isnt funny
25757,ill try
25758,yes doctor
25759,yes
25760,ready doctor
25761,we havent got to the hard bit yet
25762,yes doctor im holding on
25763,oh get on with it doctor
25764,yes doctor
25765,im sorry but its very difficult
25766,im trying doctor im trying
25767,let me see good boy k9 now we can go though i dread to think what were walking into if oh well lets just do it
25768,and soon an infinite consort of the mind
25769,stop hiding in there doctor come out and meet your fate
25770,doctor how did you get in there
25771,as of now doctor you dont belong anywhere at all there is no place for you in my universe you shall die
25772,doctor what have you done
25773,not that way the other way you fool the other way back
25774,clare clare
25775,now
25776,clare
25777,i hate to think what would have happened to them if that tugofwar had carried on much longer
25778,can you unscramble them all
25779,whatll you do with them then
25780,put them back in a forgotten prison
25781,do you suppose hes still alive
25782,well whoever took it sir seems to have brought it back dont they
25783,routine inquiry sir report that this room has been stolen
25784,might i ask where you got that sir
25785,oh really sir
25786,right right coats on everyone youre all taking a little walk with me down to the bridewell      romana
25787,who are they what are they doctor
25788,but if only they could tell us what happened to them
25789,if only they could tell us what happened to them
25790,yes
25791,certainly
25792,oh
25793,yes
25794,oh
25795,i just hope you know what youre doing
25796,who are you
25797,what are you doing here
25798,my name is caldera
25799,the same
25800,yes
25801,so are we all
25802,theres a s t thira the psychologist g v centauri the parametricist l d ia the biologist r a f akrotiri
25803,and doctor skagra
25804,geneticist and astroengineer
25805,and cyberneticist and neurostructuralist and moral theologian
25806,we dont know
25807,but he was very impressive he offered very handsome fees so we agreed
25808,dont you see the think tank was his idea he set it up
25809,the pooling of intellectual resources by electronic mind transference
25810,he conceived it on the grand scale just how grand we didnt realise not at first not until after we had built the sphere and by then it was too late
25811,he stole our brains he stole our brains
25812,stole
25813,the whole of humanity
25814,the whole but he needed
25815,one mind
25816,one unique mind
25817,a man called
25818,a man called
25819,salyavin
25820,i feel marvellous
25821,what did you find out
25822,doctor look out
25823,yes
25824,yes
25825,what do you mean
25826,what do you think we should do
25827,well try looking on the bright side at least were
25828,i am a computer i do not have ideas i obey instructions
25829,i do not
25830,yes
25831,correct
25832,i have orders not to
25833,the order conflicts with my programmed instructions
25834,i obey
25835,good then we can begin
25836,how did you get here
25837,doctor
25838,i am a little surprised to find you here
25839,oh you stole my ship
25840,im curious to know how you survived the attentions of my sphere
25841,if youve come here in the hope of interfering with my great purpose
25842,the very greatest purpose doctor
25843,how naive doctor how pathetically limited your vision must be
25844,take over the universe how childish who could possibly want to take over the universe
25845,such visions are for infants my purpose will fulfil the natural evolutionary goal of all life
25846,with the aid of these spheres i shall make the whole of creation merge into one single mind one godlike entity
25847,the universe doctor shall not as you so crudely put it be mine the universe shall be me
25848,doctor your inane whitterings do not interest me this will happen it will start within hours and once it has started nothing  you or anyone else can do will stop it take them away they bore me
25849,whats a jink
25850,what were you trying to do
25851,doctor that man must be mad mustnt he
25852,and whats your opinion
25853,what
25854,your tardis surprised you can hear it from here
25855,its a dead end
25856,this wasnt here before
25857,cup of tea
25858,doctor how do you like my tardis
25859,its strictly unofficial im not really allowed to have one
25860,doctor where is skagra
25861,oh
25862,yes so did i
25863,listen doctor if skagra has the tardis and the book he can get to shada
25864,yes the time lords prison planet youve probably forgotten about it
25865,oh now he was a great criminal imprisoned centuries ago by the time lords
25866,thats what skagras doing
25867,the key turns slowly in the lock the door to shada opens
25868,what you really mean he could just move himself into every mind in the universe
25869,its quite a thought though isnt it i mean every mind working together as a single organism a single mind
25870,doctor weve got to stop him from getting to shada
25871,the same way as we arrived
25872,doctor were arrived
25873,yes
25874,oh but
25875,hurry skagra will be here already come on
25876,cabinet 9 here he is the man ive spent my whole life searching for the man whose mind will reshape  the entire universe the great salyavin let us release him
25877,but the doctor said that that ability was unique to the guy well the guy skagras come here to find on your feet keightley come on lets see whats happening shush
25878,salyavin i have you here at last we have everything we need
25879,now doctor we will deal with you
25880,run
25881,yes but
25882,but chris
25883,mmm
25884,the who
25885,doctor
25886,may i just remind you of something
25887,all the minds that skagras stolen are in the melting pot
25888,that means yours is in there too
25889,yes doctor
25890,we will return to the carrier ship from there a fleet of small craft will take each one of you to selected centres  of population and then the great mind revolution shall begin
25891,and dangerous
25892,doctor itll be terribly terribly dangerous for you youll stand about as much chance as
25893,as a there isnt anything that stands as little chance as you will out there
25894,doctor it isnt funny
25895,ill try
25896,yes doctor
25897,yes
25898,ready doctor
25899,we havent got to the hard bit yet
25900,yes doctor im holding on
25901,oh get on with it doctor
25902,yes doctor
25903,im sorry but its very difficult
25904,im trying doctor im trying
25905,let me see good boy k9 now we can go though i dread to think what were walking into if oh well lets just do it
25906,and soon an infinite consort of the mind
25907,stop hiding in there doctor come out and meet your fate
25908,doctor how did you get in there
25909,as of now doctor you dont belong anywhere at all there is no place for you in my universe you shall die
25910,doctor what have you done
25911,not that way the other way you fool the other way back
25912,clare clare
25913,now
25914,clare
25915,i hate to think what would have happened to them if that tugofwar had carried on much longer
25916,can you unscramble them all
25917,whatll you do with them then
25918,put them back in a forgotten prison
25919,do you suppose hes still alive
25920,well whoever took it sir seems to have brought it back dont they
25921,routine inquiry sir report that this room has been stolen
25922,might i ask where you got that sir
25923,oh really sir
25924,right right coats on everyone youre all taking a little walk with me down to the bridewell      romana
25925,who are they what are they doctor
25926,but if only they could tell us what happened to them
25927,if only they could tell us what happened to them
25928,yes
25929,certainly
25930,oh
25931,yes
25932,oh
25933,i just hope you know what youre doing
25934,who are you
25935,what are you doing here
25936,my name is caldera
25937,the same
25938,yes
25939,so are we all
25940,theres a s t thira the psychologist g v centauri the parametricist l d ia the biologist r a f akrotiri
25941,and doctor skagra
25942,geneticist and astroengineer
25943,and cyberneticist and neurostructuralist and moral theologian
25944,we dont know
25945,but he was very impressive he offered very handsome fees so we agreed
25946,dont you see the think tank was his idea he set it up
25947,the pooling of intellectual resources by electronic mind transference
25948,he conceived it on the grand scale just how grand we didnt realise not at first not until after we had built the sphere and by then it was too late
25949,he stole our brains he stole our brains
25950,stole
25951,the whole of humanity
25952,the whole but he needed
25953,one mind
25954,one unique mind
25955,a man called
25956,a man called
25957,salyavin
25958,i feel marvellous
25959,what did you find out
25960,doctor look out
25961,yes
25962,yes
25963,what do you mean
25964,what do you think we should do
25965,well try looking on the bright side at least were
25966,i am a computer i do not have ideas i obey instructions
25967,i do not
25968,yes
25969,correct
25970,i have orders not to
25971,the order conflicts with my programmed instructions
25972,i obey
25973,good then we can begin
25974,how did you get here
25975,doctor
25976,i am a little surprised to find you here
25977,oh you stole my ship
25978,im curious to know how you survived the attentions of my sphere
25979,if youve come here in the hope of interfering with my great purpose
25980,the very greatest purpose doctor
25981,how naive doctor how pathetically limited your vision must be
25982,take over the universe how childish who could possibly want to take over the universe
25983,such visions are for infants my purpose will fulfil the natural evolutionary goal of all life
25984,with the aid of these spheres i shall make the whole of creation merge into one single mind one godlike entity
25985,the universe doctor shall not as you so crudely put it be mine the universe shall be me
25986,doctor your inane whitterings do not interest me this will happen it will start within hours and once it has started nothing  you or anyone else can do will stop it take them away they bore me
25987,whats a jink
25988,what were you trying to do
25989,doctor that man must be mad mustnt he
25990,and whats your opinion
25991,what
25992,your tardis surprised you can hear it from here
25993,its a dead end
25994,this wasnt here before
25995,cup of tea
25996,doctor how do you like my tardis
25997,its strictly unofficial im not really allowed to have one
25998,doctor where is skagra
25999,oh
26000,yes so did i
26001,listen doctor if skagra has the tardis and the book he can get to shada
26002,yes the time lords prison planet youve probably forgotten about it
26003,oh now he was a great criminal imprisoned centuries ago by the time lords
26004,thats what skagras doing
26005,the key turns slowly in the lock the door to shada opens
26006,what you really mean he could just move himself into every mind in the universe
26007,its quite a thought though isnt it i mean every mind working together as a single organism a single mind
26008,doctor weve got to stop him from getting to shada
26009,the same way as we arrived
26010,doctor were arrived
26011,yes
26012,oh but
26013,hurry skagra will be here already come on
26014,cabinet 9 here he is the man ive spent my whole life searching for the man whose mind will reshape  the entire universe the great salyavin let us release him
26015,but the doctor said that that ability was unique to the guy well the guy skagras come here to find on your feet keightley come on lets see whats happening shush
26016,salyavin i have you here at last we have everything we need
26017,now doctor we will deal with you
26018,run
26019,yes but
26020,but chris
26021,mmm
26022,the who
26023,doctor
26024,may i just remind you of something
26025,all the minds that skagras stolen are in the melting pot
26026,that means yours is in there too
26027,yes doctor
26028,we will return to the carrier ship from there a fleet of small craft will take each one of you to selected centres  of population and then the great mind revolution shall begin
26029,and dangerous
26030,doctor itll be terribly terribly dangerous for you youll stand about as much chance as
26031,as a there isnt anything that stands as little chance as you will out there
26032,doctor it isnt funny
26033,ill try
26034,yes doctor
26035,yes
26036,ready doctor
26037,we havent got to the hard bit yet
26038,yes doctor im holding on
26039,oh get on with it doctor
26040,yes doctor
26041,im sorry but its very difficult
26042,im trying doctor im trying
26043,let me see good boy k9 now we can go though i dread to think what were walking into if oh well lets just do it
26044,and soon an infinite consort of the mind
26045,stop hiding in there doctor come out and meet your fate
26046,doctor how did you get in there
26047,as of now doctor you dont belong anywhere at all there is no place for you in my universe you shall die
26048,doctor what have you done
26049,not that way the other way you fool the other way back
26050,clare clare
26051,now
26052,clare
26053,i hate to think what would have happened to them if that tugofwar had carried on much longer
26054,can you unscramble them all
26055,whatll you do with them then
26056,put them back in a forgotten prison
26057,do you suppose hes still alive
26058,well whoever took it sir seems to have brought it back dont they
26059,routine inquiry sir report that this room has been stolen
26060,might i ask where you got that sir
26061,oh really sir
26062,right right coats on everyone youre all taking a little walk with me down to the bridewell      romana
26063,yes
26064,yes
26065,what do you mean
26066,what do you think we should do
26067,well try looking on the bright side at least were
26068,i am a computer i do not have ideas i obey instructions
26069,i do not
26070,yes
26071,correct
26072,i have orders not to
26073,the order conflicts with my programmed instructions
26074,i obey
26075,good then we can begin
26076,how did you get here
26077,doctor
26078,i am a little surprised to find you here
26079,oh you stole my ship
26080,im curious to know how you survived the attentions of my sphere
26081,if youve come here in the hope of interfering with my great purpose
26082,the very greatest purpose doctor
26083,how naive doctor how pathetically limited your vision must be
26084,take over the universe how childish who could possibly want to take over the universe
26085,such visions are for infants my purpose will fulfil the natural evolutionary goal of all life
26086,with the aid of these spheres i shall make the whole of creation merge into one single mind one godlike entity
26087,the universe doctor shall not as you so crudely put it be mine the universe shall be me
26088,doctor your inane whitterings do not interest me this will happen it will start within hours and once it has started nothing  you or anyone else can do will stop it take them away they bore me
26089,whats a jink
26090,what were you trying to do
26091,doctor that man must be mad mustnt he
26092,and whats your opinion
26093,what
26094,your tardis surprised you can hear it from here
26095,its a dead end
26096,this wasnt here before
26097,cup of tea
26098,doctor how do you like my tardis
26099,its strictly unofficial im not really allowed to have one
26100,doctor where is skagra
26101,oh
26102,yes so did i
26103,listen doctor if skagra has the tardis and the book he can get to shada
26104,yes the time lords prison planet youve probably forgotten about it
26105,oh now he was a great criminal imprisoned centuries ago by the time lords
26106,thats what skagras doing
26107,the key turns slowly in the lock the door to shada opens
26108,what you really mean he could just move himself into every mind in the universe
26109,its quite a thought though isnt it i mean every mind working together as a single organism a single mind
26110,doctor weve got to stop him from getting to shada
26111,the same way as we arrived
26112,doctor were arrived
26113,yes
26114,oh but
26115,hurry skagra will be here already come on
26116,cabinet 9 here he is the man ive spent my whole life searching for the man whose mind will reshape  the entire universe the great salyavin let us release him
26117,but the doctor said that that ability was unique to the guy well the guy skagras come here to find on your feet keightley come on lets see whats happening shush
26118,salyavin i have you here at last we have everything we need
26119,now doctor we will deal with you
26120,run
26121,yes but
26122,but chris
26123,mmm
26124,the who
26125,doctor
26126,may i just remind you of something
26127,all the minds that skagras stolen are in the melting pot
26128,that means yours is in there too
26129,yes doctor
26130,we will return to the carrier ship from there a fleet of small craft will take each one of you to selected centres  of population and then the great mind revolution shall begin
26131,and dangerous
26132,doctor itll be terribly terribly dangerous for you youll stand about as much chance as
26133,as a there isnt anything that stands as little chance as you will out there
26134,doctor it isnt funny
26135,ill try
26136,yes doctor
26137,yes
26138,ready doctor
26139,we havent got to the hard bit yet
26140,yes doctor im holding on
26141,oh get on with it doctor
26142,yes doctor
26143,im sorry but its very difficult
26144,im trying doctor im trying
26145,let me see good boy k9 now we can go though i dread to think what were walking into if oh well lets just do it
26146,and soon an infinite consort of the mind
26147,stop hiding in there doctor come out and meet your fate
26148,doctor how did you get in there
26149,as of now doctor you dont belong anywhere at all there is no place for you in my universe you shall die
26150,doctor what have you done
26151,not that way the other way you fool the other way back
26152,clare clare
26153,now
26154,clare
26155,i hate to think what would have happened to them if that tugofwar had carried on much longer
26156,can you unscramble them all
26157,whatll you do with them then
26158,put them back in a forgotten prison
26159,do you suppose hes still alive
26160,well whoever took it sir seems to have brought it back dont they
26161,routine inquiry sir report that this room has been stolen
26162,might i ask where you got that sir
26163,oh really sir
26164,right right coats on everyone youre all taking a little walk with me down to the bridewell      romana
26165,yes
26166,yes
26167,what do you mean
26168,what do you think we should do
26169,well try looking on the bright side at least were
26170,i am a computer i do not have ideas i obey instructions
26171,i do not
26172,yes
26173,correct
26174,i have orders not to
26175,the order conflicts with my programmed instructions
26176,i obey
26177,good then we can begin
26178,how did you get here
26179,doctor
26180,i am a little surprised to find you here
26181,oh you stole my ship
26182,im curious to know how you survived the attentions of my sphere
26183,if youve come here in the hope of interfering with my great purpose
26184,the very greatest purpose doctor
26185,how naive doctor how pathetically limited your vision must be
26186,take over the universe how childish who could possibly want to take over the universe
26187,such visions are for infants my purpose will fulfil the natural evolutionary goal of all life
26188,with the aid of these spheres i shall make the whole of creation merge into one single mind one godlike entity
26189,the universe doctor shall not as you so crudely put it be mine the universe shall be me
26190,doctor your inane whitterings do not interest me this will happen it will start within hours and once it has started nothing  you or anyone else can do will stop it take them away they bore me
26191,whats a jink
26192,what were you trying to do
26193,doctor that man must be mad mustnt he
26194,and whats your opinion
26195,what
26196,your tardis surprised you can hear it from here
26197,its a dead end
26198,this wasnt here before
26199,cup of tea
26200,doctor how do you like my tardis
26201,its strictly unofficial im not really allowed to have one
26202,doctor where is skagra
26203,oh
26204,yes so did i
26205,listen doctor if skagra has the tardis and the book he can get to shada
26206,yes the time lords prison planet youve probably forgotten about it
26207,oh now he was a great criminal imprisoned centuries ago by the time lords
26208,thats what skagras doing
26209,the key turns slowly in the lock the door to shada opens
26210,what you really mean he could just move himself into every mind in the universe
26211,its quite a thought though isnt it i mean every mind working together as a single organism a single mind
26212,doctor weve got to stop him from getting to shada
26213,the same way as we arrived
26214,doctor were arrived
26215,yes
26216,oh but
26217,hurry skagra will be here already come on
26218,cabinet 9 here he is the man ive spent my whole life searching for the man whose mind will reshape  the entire universe the great salyavin let us release him
26219,but the doctor said that that ability was unique to the guy well the guy skagras come here to find on your feet keightley come on lets see whats happening shush
26220,salyavin i have you here at last we have everything we need
26221,now doctor we will deal with you
26222,run
26223,yes but
26224,but chris
26225,mmm
26226,the who
26227,doctor
26228,may i just remind you of something
26229,all the minds that skagras stolen are in the melting pot
26230,that means yours is in there too
26231,yes doctor
26232,we will return to the carrier ship from there a fleet of small craft will take each one of you to selected centres  of population and then the great mind revolution shall begin
26233,and dangerous
26234,doctor itll be terribly terribly dangerous for you youll stand about as much chance as
26235,as a there isnt anything that stands as little chance as you will out there
26236,doctor it isnt funny
26237,ill try
26238,yes doctor
26239,yes
26240,ready doctor
26241,we havent got to the hard bit yet
26242,yes doctor im holding on
26243,oh get on with it doctor
26244,yes doctor
26245,im sorry but its very difficult
26246,im trying doctor im trying
26247,let me see good boy k9 now we can go though i dread to think what were walking into if oh well lets just do it
26248,and soon an infinite consort of the mind
26249,stop hiding in there doctor come out and meet your fate
26250,doctor how did you get in there
26251,as of now doctor you dont belong anywhere at all there is no place for you in my universe you shall die
26252,doctor what have you done
26253,not that way the other way you fool the other way back
26254,clare clare
26255,now
26256,clare
26257,i hate to think what would have happened to them if that tugofwar had carried on much longer
26258,can you unscramble them all
26259,whatll you do with them then
26260,put them back in a forgotten prison
26261,do you suppose hes still alive
26262,well whoever took it sir seems to have brought it back dont they
26263,routine inquiry sir report that this room has been stolen
26264,might i ask where you got that sir
26265,oh really sir
26266,right right coats on everyone youre all taking a little walk with me down to the bridewell      romana
26267,yes
26268,yes
26269,what do you mean
26270,what do you think we should do
26271,well try looking on the bright side at least were
26272,i am a computer i do not have ideas i obey instructions
26273,i do not
26274,yes
26275,correct
26276,i have orders not to
26277,the order conflicts with my programmed instructions
26278,i obey
26279,good then we can begin
26280,how did you get here
26281,doctor
26282,i am a little surprised to find you here
26283,oh you stole my ship
26284,im curious to know how you survived the attentions of my sphere
26285,if youve come here in the hope of interfering with my great purpose
26286,the very greatest purpose doctor
26287,how naive doctor how pathetically limited your vision must be
26288,take over the universe how childish who could possibly want to take over the universe
26289,such visions are for infants my purpose will fulfil the natural evolutionary goal of all life
26290,with the aid of these spheres i shall make the whole of creation merge into one single mind one godlike entity
26291,the universe doctor shall not as you so crudely put it be mine the universe shall be me
