,0
26185,limited
26186,exactly thats what i keep telling people its a troublesome place difficult to administer and as a piece of  real estate its worthless because by definition thered be no one to sell it to
26187,oh yes
26188,you will
26189,ah have you discussed this with anyone i mean why dont you send one of your rocky pals off to make some tea and we can sit down and  chew on a macaroon
26190,jink
26191,clever jink that dont you think i made them think i was trying to get to the tardis
26192,get to the tardis
26193,oh madness sanity its all a matter of opinion
26194,hes as mad as a hatter theyve gone right back the way we came quietly
26195,that
26196,theres something odd about it come on
26197,then were trapped
26198,get in
26199,tea
26200,oh ace ace
26201,yes and what better way to hide it than by living in it you old sly boots
26202,shush not so loud hes just outside
26203,hes got romana hes got the tardis hes got the book i thought you were dead professor
26204,did you really
26205,shada shada
26206,i never forget anything i never forget well thats right i have forgotten the time lords prison planet now why would i have forgotten got it of course salyavin was imprisoned on shada yes ask me who salyavin is
26207,a great criminal unique mental powers he had the ability to project his mind into other minds completely take them over didnt he professor
26208,oh no no no no no quite the opposite skagra had the capacity to take minds out of people but he cant put minds back into them thats why he needs salyavin in the sphere and thats why hes going to shada
26209,with skagras mind and salyavins in the sphere skagra will be omnipotent
26210,yes eventually it might take thousands of years but that wouldnt matter his minds immortal it would spread like a disease
26211,skagras mind not a pleasant thought
26212,yes but how hes got a start on us and we dont know where it is
26213,you followed the tardis spacetime track of course of course lets go
26214,good good now you two
26215,stay here
26216,shush i am not at liberty to explain k9 you can come along but no tangling with any krargs unless of course if you have to tangle with any krargs
26217,come on k9 come on come on
26218,skagra stop
26219,youre salyavin
26220,k9 the sphere shoot the sphere
26221,k9
26222,i told you to stay in the room
26223,come on
26224,come on to the tardis
26225,shush shush quiet im thinking
26226,never mind about that just believe me all the minds that skagras stolen are now in the melting pot along with his own and operating as one and with the professors i mean with salyavins mind in there too they can now control anyone they can control everyone theyll be invincible
26227,yes
26228,yes
26229,yes
26230,yes romana
26231,romana i want you to do something for me stand there romana i want you to wear this
26232,itll be tricky
26233,well a touch
26234,as what
26235,well ill just have to be ill just have to be very brave wont i
26236,listen i can do your part if you can do mine
26237,youre a hero remember clare
26238,hold on very tight
26239,clare
26240,hold tight now
26241,no we havent got long clare
26242,come over here and hold on to this then
26243,romana
26244,i want you to switch off the vortex shields in this small area here
26245,focus it now just one steady line eh one steady hold it hold it
26246,phew right now this is a little trick i learnt from a spacetime mystic in the quantocks he made it seem very very easy
26247,good good good
26248,hello old girl howve you been keeping sorry i had to barge in through your back door like that  but if you had any idea what its like to travel through the spacetime vortex ha ha of course you do  silly me you do it all the time but at least youre built for it now lets see whats happening outside shall we
26249,hello
26250,what do you mean how did i get in there its mine i belong in there
26251,well skagra thats a very interesting theory  lets try putting it to the test shall we
26252,no what have you done youve used that deranged billiard ball once too often you forget theres a copy of my brain in there too eh  think about it
26253,k9
26254,k9 stop firing
26255,you want to call halftime skagra you can have a short break if you like suck a lemon perk you up no end
26256,how are the others
26257,they wouldnt have been the only ones in trouble this is a fearful mess
26258,oh yes itll take a few hours but theyll all get their own minds back
26259,take them back to dear old shada
26260,let the time lords sort it out im not going to play judge and jury it was only forgotten about because the professor  made us forget he didnt want his escape to be discovered that must be why he stole the book when he left gallifrey
26261,well well find out
26262,her little homely dress her favourite cried the old man pressing it to his breast and patting it with his shrivelled hand shell miss it when she wakes
26263,huh
26264,yes its mine
26265,yes really come on romana bye wilkin bristol keightley goodbye professor well keep your secret
26266,k9s metabolic analysis says he was from the planet dronid remember your time lord history
26267,you still feeling marvellous
26268,right give me ten seconds
26269,well were still no nearer to finding skagra or romana
26270,i dont know
26271,i am looking on the bright side and its dark very dark now listen to me ship im going to ask you once again  where is your lord skagra
26272,so youve no idea where hes gone
26273,bah doesnt he have a home to go to
26274,he has
26275,well then why didnt you tell me
26276,but will you please take us there
26277,well just you tell it not to worry im sure your lord skagra will be very anxious to pay his last respects to me
26278,i do hate computers theyre so literal minded arent you k9  k9
26279,i wish you wouldnt do that
26280,these kind people brought me
26281,ah hello there
26282,your ship was a little surprised
26283,only after you stole mine ah there she is i hope youve been looking after her if youve been overrevving her
26284,well it only looks for what it expects to find i made it look for the wrong things
26285,great purpose great purpose ha
26286,you want to take over the universe dont you ive met your sort before any moment now a mad gleam will come into one of your eyes and  youll start shouting the universe shall be mine
26287,limited
26288,exactly thats what i keep telling people its a troublesome place difficult to administer and as a piece of  real estate its worthless because by definition thered be no one to sell it to
26289,oh yes
26290,you will
26291,ah have you discussed this with anyone i mean why dont you send one of your rocky pals off to make some tea and we can sit down and  chew on a macaroon
26292,jink
26293,clever jink that dont you think i made them think i was trying to get to the tardis
26294,get to the tardis
26295,oh madness sanity its all a matter of opinion
26296,hes as mad as a hatter theyve gone right back the way we came quietly
26297,that
26298,theres something odd about it come on
26299,then were trapped
26300,get in
26301,tea
26302,oh ace ace
26303,yes and what better way to hide it than by living in it you old sly boots
26304,shush not so loud hes just outside
26305,hes got romana hes got the tardis hes got the book i thought you were dead professor
26306,did you really
26307,shada shada
26308,i never forget anything i never forget well thats right i have forgotten the time lords prison planet now why would i have forgotten got it of course salyavin was imprisoned on shada yes ask me who salyavin is
26309,a great criminal unique mental powers he had the ability to project his mind into other minds completely take them over didnt he professor
26310,oh no no no no no quite the opposite skagra had the capacity to take minds out of people but he cant put minds back into them thats why he needs salyavin in the sphere and thats why hes going to shada
26311,with skagras mind and salyavins in the sphere skagra will be omnipotent
26312,yes eventually it might take thousands of years but that wouldnt matter his minds immortal it would spread like a disease
26313,skagras mind not a pleasant thought
26314,yes but how hes got a start on us and we dont know where it is
26315,you followed the tardis spacetime track of course of course lets go
26316,good good now you two
26317,stay here
26318,shush i am not at liberty to explain k9 you can come along but no tangling with any krargs unless of course if you have to tangle with any krargs
26319,come on k9 come on come on
26320,skagra stop
26321,youre salyavin
26322,k9 the sphere shoot the sphere
26323,k9
26324,i told you to stay in the room
26325,come on
26326,come on to the tardis
26327,shush shush quiet im thinking
26328,never mind about that just believe me all the minds that skagras stolen are now in the melting pot along with his own and operating as one and with the professors i mean with salyavins mind in there too they can now control anyone they can control everyone theyll be invincible
26329,yes
26330,yes
26331,yes
26332,yes romana
26333,romana i want you to do something for me stand there romana i want you to wear this
26334,itll be tricky
26335,well a touch
26336,as what
26337,well ill just have to be ill just have to be very brave wont i
26338,listen i can do your part if you can do mine
26339,youre a hero remember clare
26340,hold on very tight
26341,clare
26342,hold tight now
26343,no we havent got long clare
26344,come over here and hold on to this then
26345,romana
26346,i want you to switch off the vortex shields in this small area here
26347,focus it now just one steady line eh one steady hold it hold it
26348,phew right now this is a little trick i learnt from a spacetime mystic in the quantocks he made it seem very very easy
26349,good good good
26350,hello old girl howve you been keeping sorry i had to barge in through your back door like that  but if you had any idea what its like to travel through the spacetime vortex ha ha of course you do  silly me you do it all the time but at least youre built for it now lets see whats happening outside shall we
26351,hello
26352,what do you mean how did i get in there its mine i belong in there
26353,well skagra thats a very interesting theory  lets try putting it to the test shall we
26354,no what have you done youve used that deranged billiard ball once too often you forget theres a copy of my brain in there too eh  think about it
26355,k9
26356,k9 stop firing
26357,you want to call halftime skagra you can have a short break if you like suck a lemon perk you up no end
26358,how are the others
26359,they wouldnt have been the only ones in trouble this is a fearful mess
26360,oh yes itll take a few hours but theyll all get their own minds back
26361,take them back to dear old shada
26362,let the time lords sort it out im not going to play judge and jury it was only forgotten about because the professor  made us forget he didnt want his escape to be discovered that must be why he stole the book when he left gallifrey
26363,well well find out
26364,her little homely dress her favourite cried the old man pressing it to his breast and patting it with his shrivelled hand shell miss it when she wakes
26365,huh
26366,yes its mine
26367,yes really come on romana bye wilkin bristol keightley goodbye professor well keep your secret
26368,k9s metabolic analysis says he was from the planet dronid remember your time lord history
26369,well were still no nearer to finding skagra or romana
26370,i dont know
26371,i am looking on the bright side and its dark very dark now listen to me ship im going to ask you once again  where is your lord skagra
26372,so youve no idea where hes gone
26373,bah doesnt he have a home to go to
26374,he has
26375,well then why didnt you tell me
26376,but will you please take us there
26377,well just you tell it not to worry im sure your lord skagra will be very anxious to pay his last respects to me
26378,i do hate computers theyre so literal minded arent you k9  k9
26379,i wish you wouldnt do that
26380,these kind people brought me
26381,ah hello there
26382,your ship was a little surprised
26383,only after you stole mine ah there she is i hope youve been looking after her if youve been overrevving her
26384,well it only looks for what it expects to find i made it look for the wrong things
26385,great purpose great purpose ha
26386,you want to take over the universe dont you ive met your sort before any moment now a mad gleam will come into one of your eyes and  youll start shouting the universe shall be mine
26387,limited
26388,exactly thats what i keep telling people its a troublesome place difficult to administer and as a piece of  real estate its worthless because by definition thered be no one to sell it to
26389,oh yes
26390,you will
26391,ah have you discussed this with anyone i mean why dont you send one of your rocky pals off to make some tea and we can sit down and  chew on a macaroon
26392,jink
26393,clever jink that dont you think i made them think i was trying to get to the tardis
26394,get to the tardis
26395,oh madness sanity its all a matter of opinion
26396,hes as mad as a hatter theyve gone right back the way we came quietly
26397,that
26398,theres something odd about it come on
26399,then were trapped
26400,get in
26401,tea
26402,oh ace ace
26403,yes and what better way to hide it than by living in it you old sly boots
26404,shush not so loud hes just outside
26405,hes got romana hes got the tardis hes got the book i thought you were dead professor
26406,did you really
26407,shada shada
26408,i never forget anything i never forget well thats right i have forgotten the time lords prison planet now why would i have forgotten got it of course salyavin was imprisoned on shada yes ask me who salyavin is
26409,a great criminal unique mental powers he had the ability to project his mind into other minds completely take them over didnt he professor
26410,oh no no no no no quite the opposite skagra had the capacity to take minds out of people but he cant put minds back into them thats why he needs salyavin in the sphere and thats why hes going to shada
26411,with skagras mind and salyavins in the sphere skagra will be omnipotent
26412,yes eventually it might take thousands of years but that wouldnt matter his minds immortal it would spread like a disease
26413,skagras mind not a pleasant thought
26414,yes but how hes got a start on us and we dont know where it is
26415,you followed the tardis spacetime track of course of course lets go
26416,good good now you two
26417,stay here
26418,shush i am not at liberty to explain k9 you can come along but no tangling with any krargs unless of course if you have to tangle with any krargs
26419,come on k9 come on come on
26420,skagra stop
26421,youre salyavin
26422,k9 the sphere shoot the sphere
26423,k9
26424,i told you to stay in the room
26425,come on
26426,come on to the tardis
26427,shush shush quiet im thinking
26428,never mind about that just believe me all the minds that skagras stolen are now in the melting pot along with his own and operating as one and with the professors i mean with salyavins mind in there too they can now control anyone they can control everyone theyll be invincible
26429,yes
26430,yes
26431,yes
26432,yes romana
26433,romana i want you to do something for me stand there romana i want you to wear this
26434,itll be tricky
26435,well a touch
26436,as what
26437,well ill just have to be ill just have to be very brave wont i
26438,listen i can do your part if you can do mine
26439,youre a hero remember clare
26440,hold on very tight
26441,clare
26442,hold tight now
26443,no we havent got long clare
26444,come over here and hold on to this then
26445,romana
26446,i want you to switch off the vortex shields in this small area here
26447,focus it now just one steady line eh one steady hold it hold it
26448,phew right now this is a little trick i learnt from a spacetime mystic in the quantocks he made it seem very very easy
26449,good good good
26450,hello old girl howve you been keeping sorry i had to barge in through your back door like that  but if you had any idea what its like to travel through the spacetime vortex ha ha of course you do  silly me you do it all the time but at least youre built for it now lets see whats happening outside shall we
26451,hello
26452,what do you mean how did i get in there its mine i belong in there
26453,well skagra thats a very interesting theory  lets try putting it to the test shall we
26454,no what have you done youve used that deranged billiard ball once too often you forget theres a copy of my brain in there too eh  think about it
26455,k9
26456,k9 stop firing
26457,you want to call halftime skagra you can have a short break if you like suck a lemon perk you up no end
26458,how are the others
26459,they wouldnt have been the only ones in trouble this is a fearful mess
26460,oh yes itll take a few hours but theyll all get their own minds back
26461,take them back to dear old shada
26462,let the time lords sort it out im not going to play judge and jury it was only forgotten about because the professor  made us forget he didnt want his escape to be discovered that must be why he stole the book when he left gallifrey
26463,well well find out
26464,her little homely dress her favourite cried the old man pressing it to his breast and patting it with his shrivelled hand shell miss it when she wakes
26465,huh
26466,yes its mine
26467,yes really come on romana bye wilkin bristol keightley goodbye professor well keep your secret
26468,k9s metabolic analysis says he was from the planet dronid remember your time lord history
26469,well were still no nearer to finding skagra or romana
26470,i dont know
26471,i am looking on the bright side and its dark very dark now listen to me ship im going to ask you once again  where is your lord skagra
26472,so youve no idea where hes gone
26473,bah doesnt he have a home to go to
26474,he has
26475,well then why didnt you tell me
26476,but will you please take us there
26477,well just you tell it not to worry im sure your lord skagra will be very anxious to pay his last respects to me
26478,i do hate computers theyre so literal minded arent you k9  k9
26479,i wish you wouldnt do that
26480,these kind people brought me
26481,ah hello there
26482,your ship was a little surprised
26483,only after you stole mine ah there she is i hope youve been looking after her if youve been overrevving her
26484,well it only looks for what it expects to find i made it look for the wrong things
26485,great purpose great purpose ha
26486,you want to take over the universe dont you ive met your sort before any moment now a mad gleam will come into one of your eyes and  youll start shouting the universe shall be mine
26487,limited
26488,exactly thats what i keep telling people its a troublesome place difficult to administer and as a piece of  real estate its worthless because by definition thered be no one to sell it to
26489,oh yes
26490,you will
26491,ah have you discussed this with anyone i mean why dont you send one of your rocky pals off to make some tea and we can sit down and  chew on a macaroon
26492,jink
26493,clever jink that dont you think i made them think i was trying to get to the tardis
26494,get to the tardis
26495,oh madness sanity its all a matter of opinion
26496,hes as mad as a hatter theyve gone right back the way we came quietly
26497,that
26498,theres something odd about it come on
26499,then were trapped
26500,get in
26501,tea
26502,oh ace ace
26503,yes and what better way to hide it than by living in it you old sly boots
26504,shush not so loud hes just outside
26505,hes got romana hes got the tardis hes got the book i thought you were dead professor
26506,did you really
26507,shada shada
26508,i never forget anything i never forget well thats right i have forgotten the time lords prison planet now why would i have forgotten got it of course salyavin was imprisoned on shada yes ask me who salyavin is
26509,a great criminal unique mental powers he had the ability to project his mind into other minds completely take them over didnt he professor
26510,oh no no no no no quite the opposite skagra had the capacity to take minds out of people but he cant put minds back into them thats why he needs salyavin in the sphere and thats why hes going to shada
26511,with skagras mind and salyavins in the sphere skagra will be omnipotent
26512,yes eventually it might take thousands of years but that wouldnt matter his minds immortal it would spread like a disease
26513,skagras mind not a pleasant thought
26514,yes but how hes got a start on us and we dont know where it is
26515,you followed the tardis spacetime track of course of course lets go
26516,good good now you two
26517,stay here
26518,shush i am not at liberty to explain k9 you can come along but no tangling with any krargs unless of course if you have to tangle with any krargs
26519,come on k9 come on come on
26520,skagra stop
26521,youre salyavin
26522,k9 the sphere shoot the sphere
26523,k9
26524,i told you to stay in the room
26525,come on
26526,come on to the tardis
26527,shush shush quiet im thinking
26528,never mind about that just believe me all the minds that skagras stolen are now in the melting pot along with his own and operating as one and with the professors i mean with salyavins mind in there too they can now control anyone they can control everyone theyll be invincible
26529,yes
26530,yes
26531,yes
26532,yes romana
26533,romana i want you to do something for me stand there romana i want you to wear this
26534,itll be tricky
26535,well a touch
26536,as what
26537,well ill just have to be ill just have to be very brave wont i
26538,listen i can do your part if you can do mine
26539,youre a hero remember clare
26540,hold on very tight
26541,clare
26542,hold tight now
26543,no we havent got long clare
26544,come over here and hold on to this then
26545,romana
26546,i want you to switch off the vortex shields in this small area here
26547,focus it now just one steady line eh one steady hold it hold it
26548,phew right now this is a little trick i learnt from a spacetime mystic in the quantocks he made it seem very very easy
26549,good good good
26550,hello old girl howve you been keeping sorry i had to barge in through your back door like that  but if you had any idea what its like to travel through the spacetime vortex ha ha of course you do  silly me you do it all the time but at least youre built for it now lets see whats happening outside shall we
26551,hello
26552,what do you mean how did i get in there its mine i belong in there
26553,well skagra thats a very interesting theory  lets try putting it to the test shall we
26554,no what have you done youve used that deranged billiard ball once too often you forget theres a copy of my brain in there too eh  think about it
26555,k9
26556,k9 stop firing
26557,you want to call halftime skagra you can have a short break if you like suck a lemon perk you up no end
26558,how are the others
26559,they wouldnt have been the only ones in trouble this is a fearful mess
26560,oh yes itll take a few hours but theyll all get their own minds back
26561,take them back to dear old shada
26562,let the time lords sort it out im not going to play judge and jury it was only forgotten about because the professor  made us forget he didnt want his escape to be discovered that must be why he stole the book when he left gallifrey
26563,well well find out
26564,her little homely dress her favourite cried the old man pressing it to his breast and patting it with his shrivelled hand shell miss it when she wakes
26565,huh
26566,yes its mine
26567,yes really come on romana bye wilkin bristol keightley goodbye professor well keep your secret
26568,k9s metabolic analysis says he was from the planet dronid remember your time lord history
26569,i wish you wouldnt do that
26570,these kind people brought me
26571,ah hello there
26572,your ship was a little surprised
26573,only after you stole mine ah there she is i hope youve been looking after her if youve been overrevving her
26574,well it only looks for what it expects to find i made it look for the wrong things
26575,great purpose great purpose ha
26576,you want to take over the universe dont you ive met your sort before any moment now a mad gleam will come into one of your eyes and  youll start shouting the universe shall be mine
26577,limited
26578,exactly thats what i keep telling people its a troublesome place difficult to administer and as a piece of  real estate its worthless because by definition thered be no one to sell it to
26579,oh yes
26580,you will
26581,ah have you discussed this with anyone i mean why dont you send one of your rocky pals off to make some tea and we can sit down and  chew on a macaroon
26582,jink
26583,clever jink that dont you think i made them think i was trying to get to the tardis
26584,get to the tardis
26585,oh madness sanity its all a matter of opinion
26586,hes as mad as a hatter theyve gone right back the way we came quietly
26587,that
26588,theres something odd about it come on
26589,then were trapped
26590,get in
26591,tea
26592,oh ace ace
26593,yes and what better way to hide it than by living in it you old sly boots
26594,shush not so loud hes just outside
26595,hes got romana hes got the tardis hes got the book i thought you were dead professor
26596,did you really
26597,shada shada
26598,i never forget anything i never forget well thats right i have forgotten the time lords prison planet now why would i have forgotten got it of course salyavin was imprisoned on shada yes ask me who salyavin is
26599,a great criminal unique mental powers he had the ability to project his mind into other minds completely take them over didnt he professor
26600,oh no no no no no quite the opposite skagra had the capacity to take minds out of people but he cant put minds back into them thats why he needs salyavin in the sphere and thats why hes going to shada
26601,with skagras mind and salyavins in the sphere skagra will be omnipotent
26602,yes eventually it might take thousands of years but that wouldnt matter his minds immortal it would spread like a disease
26603,skagras mind not a pleasant thought
26604,yes but how hes got a start on us and we dont know where it is
26605,you followed the tardis spacetime track of course of course lets go
26606,good good now you two
26607,stay here
26608,shush i am not at liberty to explain k9 you can come along but no tangling with any krargs unless of course if you have to tangle with any krargs
26609,come on k9 come on come on
26610,skagra stop
26611,youre salyavin
26612,k9 the sphere shoot the sphere
26613,k9
26614,i told you to stay in the room
26615,come on
26616,come on to the tardis
26617,shush shush quiet im thinking
26618,never mind about that just believe me all the minds that skagras stolen are now in the melting pot along with his own and operating as one and with the professors i mean with salyavins mind in there too they can now control anyone they can control everyone theyll be invincible
26619,yes
26620,yes
26621,yes
26622,yes romana
26623,romana i want you to do something for me stand there romana i want you to wear this
26624,itll be tricky
26625,well a touch
26626,as what
26627,well ill just have to be ill just have to be very brave wont i
26628,listen i can do your part if you can do mine
26629,youre a hero remember clare
26630,hold on very tight
26631,clare
26632,hold tight now
26633,no we havent got long clare
26634,come over here and hold on to this then
26635,romana
26636,i want you to switch off the vortex shields in this small area here
26637,focus it now just one steady line eh one steady hold it hold it
26638,phew right now this is a little trick i learnt from a spacetime mystic in the quantocks he made it seem very very easy
26639,good good good
26640,hello old girl howve you been keeping sorry i had to barge in through your back door like that  but if you had any idea what its like to travel through the spacetime vortex ha ha of course you do  silly me you do it all the time but at least youre built for it now lets see whats happening outside shall we
26641,hello
26642,what do you mean how did i get in there its mine i belong in there
26643,well skagra thats a very interesting theory  lets try putting it to the test shall we
26644,no what have you done youve used that deranged billiard ball once too often you forget theres a copy of my brain in there too eh  think about it
26645,k9
26646,k9 stop firing
26647,you want to call halftime skagra you can have a short break if you like suck a lemon perk you up no end
26648,how are the others
26649,they wouldnt have been the only ones in trouble this is a fearful mess
26650,oh yes itll take a few hours but theyll all get their own minds back
26651,take them back to dear old shada
26652,let the time lords sort it out im not going to play judge and jury it was only forgotten about because the professor  made us forget he didnt want his escape to be discovered that must be why he stole the book when he left gallifrey
26653,well well find out
26654,her little homely dress her favourite cried the old man pressing it to his breast and patting it with his shrivelled hand shell miss it when she wakes
26655,huh
26656,yes its mine
26657,yes really come on romana bye wilkin bristol keightley goodbye professor well keep your secret
26658,k9s metabolic analysis says he was from the planet dronid remember your time lord history
26659,i wish you wouldnt do that
26660,these kind people brought me
26661,ah hello there
26662,your ship was a little surprised
26663,only after you stole mine ah there she is i hope youve been looking after her if youve been overrevving her
26664,well it only looks for what it expects to find i made it look for the wrong things
26665,great purpose great purpose ha
26666,you want to take over the universe dont you ive met your sort before any moment now a mad gleam will come into one of your eyes and  youll start shouting the universe shall be mine
26667,limited
26668,exactly thats what i keep telling people its a troublesome place difficult to administer and as a piece of  real estate its worthless because by definition thered be no one to sell it to
26669,oh yes
26670,you will
26671,ah have you discussed this with anyone i mean why dont you send one of your rocky pals off to make some tea and we can sit down and  chew on a macaroon
26672,jink
26673,clever jink that dont you think i made them think i was trying to get to the tardis
26674,get to the tardis
26675,oh madness sanity its all a matter of opinion
26676,hes as mad as a hatter theyve gone right back the way we came quietly
26677,that
26678,theres something odd about it come on
26679,then were trapped
26680,get in
26681,tea
26682,oh ace ace
26683,yes and what better way to hide it than by living in it you old sly boots
26684,shush not so loud hes just outside
26685,hes got romana hes got the tardis hes got the book i thought you were dead professor
26686,did you really
26687,shada shada
26688,i never forget anything i never forget well thats right i have forgotten the time lords prison planet now why would i have forgotten got it of course salyavin was imprisoned on shada yes ask me who salyavin is
26689,a great criminal unique mental powers he had the ability to project his mind into other minds completely take them over didnt he professor
26690,oh no no no no no quite the opposite skagra had the capacity to take minds out of people but he cant put minds back into them thats why he needs salyavin in the sphere and thats why hes going to shada
26691,with skagras mind and salyavins in the sphere skagra will be omnipotent
26692,yes eventually it might take thousands of years but that wouldnt matter his minds immortal it would spread like a disease
26693,skagras mind not a pleasant thought
26694,yes but how hes got a start on us and we dont know where it is
26695,you followed the tardis spacetime track of course of course lets go
26696,good good now you two
26697,stay here
26698,shush i am not at liberty to explain k9 you can come along but no tangling with any krargs unless of course if you have to tangle with any krargs
26699,come on k9 come on come on
26700,skagra stop
26701,youre salyavin
26702,k9 the sphere shoot the sphere
26703,k9
26704,i told you to stay in the room
26705,come on
26706,come on to the tardis
26707,shush shush quiet im thinking
26708,never mind about that just believe me all the minds that skagras stolen are now in the melting pot along with his own and operating as one and with the professors i mean with salyavins mind in there too they can now control anyone they can control everyone theyll be invincible
26709,yes
26710,yes
26711,yes
26712,yes romana
26713,romana i want you to do something for me stand there romana i want you to wear this
26714,itll be tricky
26715,well a touch
26716,as what
26717,well ill just have to be ill just have to be very brave wont i
26718,listen i can do your part if you can do mine
26719,youre a hero remember clare
26720,hold on very tight
26721,clare
26722,hold tight now
26723,no we havent got long clare
26724,come over here and hold on to this then
26725,romana
26726,i want you to switch off the vortex shields in this small area here
26727,focus it now just one steady line eh one steady hold it hold it
26728,phew right now this is a little trick i learnt from a spacetime mystic in the quantocks he made it seem very very easy
26729,good good good
26730,hello old girl howve you been keeping sorry i had to barge in through your back door like that  but if you had any idea what its like to travel through the spacetime vortex ha ha of course you do  silly me you do it all the time but at least youre built for it now lets see whats happening outside shall we
26731,hello
26732,what do you mean how did i get in there its mine i belong in there
26733,well skagra thats a very interesting theory  lets try putting it to the test shall we
26734,no what have you done youve used that deranged billiard ball once too often you forget theres a copy of my brain in there too eh  think about it
26735,k9
26736,k9 stop firing
26737,you want to call halftime skagra you can have a short break if you like suck a lemon perk you up no end
26738,how are the others
26739,they wouldnt have been the only ones in trouble this is a fearful mess
26740,oh yes itll take a few hours but theyll all get their own minds back
26741,take them back to dear old shada
26742,let the time lords sort it out im not going to play judge and jury it was only forgotten about because the professor  made us forget he didnt want his escape to be discovered that must be why he stole the book when he left gallifrey
26743,well well find out
26744,her little homely dress her favourite cried the old man pressing it to his breast and patting it with his shrivelled hand shell miss it when she wakes
26745,huh
26746,yes its mine
26747,yes really come on romana bye wilkin bristol keightley goodbye professor well keep your secret
26748,k9s metabolic analysis says he was from the planet dronid remember your time lord history
26749,tea
26750,oh ace ace
26751,yes and what better way to hide it than by living in it you old sly boots
26752,shush not so loud hes just outside
26753,hes got romana hes got the tardis hes got the book i thought you were dead professor
26754,did you really
26755,shada shada
26756,i never forget anything i never forget well thats right i have forgotten the time lords prison planet now why would i have forgotten got it of course salyavin was imprisoned on shada yes ask me who salyavin is
26757,a great criminal unique mental powers he had the ability to project his mind into other minds completely take them over didnt he professor
26758,oh no no no no no quite the opposite skagra had the capacity to take minds out of people but he cant put minds back into them thats why he needs salyavin in the sphere and thats why hes going to shada
26759,with skagras mind and salyavins in the sphere skagra will be omnipotent
26760,yes eventually it might take thousands of years but that wouldnt matter his minds immortal it would spread like a disease
26761,skagras mind not a pleasant thought
26762,yes but how hes got a start on us and we dont know where it is
26763,you followed the tardis spacetime track of course of course lets go
26764,good good now you two
26765,stay here
26766,shush i am not at liberty to explain k9 you can come along but no tangling with any krargs unless of course if you have to tangle with any krargs
26767,come on k9 come on come on
26768,skagra stop
26769,youre salyavin
26770,k9 the sphere shoot the sphere
26771,k9
26772,i told you to stay in the room
26773,come on
26774,come on to the tardis
26775,shush shush quiet im thinking
26776,never mind about that just believe me all the minds that skagras stolen are now in the melting pot along with his own and operating as one and with the professors i mean with salyavins mind in there too they can now control anyone they can control everyone theyll be invincible
26777,yes
26778,yes
26779,yes
26780,yes romana
26781,romana i want you to do something for me stand there romana i want you to wear this
26782,itll be tricky
26783,well a touch
26784,as what
26785,well ill just have to be ill just have to be very brave wont i
26786,listen i can do your part if you can do mine
26787,youre a hero remember clare
26788,hold on very tight
26789,clare
26790,hold tight now
26791,no we havent got long clare
26792,come over here and hold on to this then
26793,romana
26794,i want you to switch off the vortex shields in this small area here
26795,focus it now just one steady line eh one steady hold it hold it
26796,phew right now this is a little trick i learnt from a spacetime mystic in the quantocks he made it seem very very easy
26797,good good good
26798,hello old girl howve you been keeping sorry i had to barge in through your back door like that  but if you had any idea what its like to travel through the spacetime vortex ha ha of course you do  silly me you do it all the time but at least youre built for it now lets see whats happening outside shall we
26799,hello
26800,what do you mean how did i get in there its mine i belong in there
26801,well skagra thats a very interesting theory  lets try putting it to the test shall we
26802,no what have you done youve used that deranged billiard ball once too often you forget theres a copy of my brain in there too eh  think about it
26803,k9
26804,k9 stop firing
26805,you want to call halftime skagra you can have a short break if you like suck a lemon perk you up no end
26806,how are the others
26807,they wouldnt have been the only ones in trouble this is a fearful mess
26808,oh yes itll take a few hours but theyll all get their own minds back
26809,take them back to dear old shada
26810,let the time lords sort it out im not going to play judge and jury it was only forgotten about because the professor  made us forget he didnt want his escape to be discovered that must be why he stole the book when he left gallifrey
26811,well well find out
26812,her little homely dress her favourite cried the old man pressing it to his breast and patting it with his shrivelled hand shell miss it when she wakes
26813,huh
26814,yes its mine
26815,yes really come on romana bye wilkin bristol keightley goodbye professor well keep your secret
26816,k9s metabolic analysis says he was from the planet dronid remember your time lord history
26817,tea
26818,oh ace ace
26819,yes and what better way to hide it than by living in it you old sly boots
26820,shush not so loud hes just outside
26821,hes got romana hes got the tardis hes got the book i thought you were dead professor
26822,did you really
26823,shada shada
26824,i never forget anything i never forget well thats right i have forgotten the time lords prison planet now why would i have forgotten got it of course salyavin was imprisoned on shada yes ask me who salyavin is
26825,a great criminal unique mental powers he had the ability to project his mind into other minds completely take them over didnt he professor
26826,oh no no no no no quite the opposite skagra had the capacity to take minds out of people but he cant put minds back into them thats why he needs salyavin in the sphere and thats why hes going to shada
26827,with skagras mind and salyavins in the sphere skagra will be omnipotent
26828,yes eventually it might take thousands of years but that wouldnt matter his minds immortal it would spread like a disease
26829,skagras mind not a pleasant thought
26830,yes but how hes got a start on us and we dont know where it is
26831,you followed the tardis spacetime track of course of course lets go
26832,good good now you two
26833,stay here
26834,shush i am not at liberty to explain k9 you can come along but no tangling with any krargs unless of course if you have to tangle with any krargs
26835,come on k9 come on come on
26836,skagra stop
26837,youre salyavin
26838,k9 the sphere shoot the sphere
26839,k9
26840,i told you to stay in the room
26841,come on
26842,come on to the tardis
26843,shush shush quiet im thinking
26844,never mind about that just believe me all the minds that skagras stolen are now in the melting pot along with his own and operating as one and with the professors i mean with salyavins mind in there too they can now control anyone they can control everyone theyll be invincible
